,drugstore,street,number,neighborhood,city,zip_code,latitude,longitude
437,LA RAZA,SERIS,14,LA RAZA,CIUDAD DE MEXICO,02990,19.46497,-99.14594
438,LA VIGA,DE LA VIGA,1852,MEXICALTZINGO,CIUDAD DE MEXICO,09099,19.35817,-99.12169
439,LA VILLA,CALVARIO,10,TEPEYAC INSURGENTES,CIUDAD DE MEXICO,07020,19.48547,-99.11932
440,"LAS VIGAS DE RAMIREZ, VER.",HIDALGO,17,BARRIO DE DOLORES,LAS VIGAS DE RAMIREZ,91330,19.63766,-97.09545
441,LEON 10,SATURNO,212,EL CORTIJO,LEON,37250,21.1358,-101.6622
442,LEON 11,TORRES LANDA,239,SAN MIGUEL,LEON,37530,21.10254,-101.6864
443,LEON 12,ADOLFO LOPEZ MATEOS,1807,MODERNA,LEON,37328,21.13584,-101.6874
444,LEON 13,JUAREZ,1302,GUADALUPE,LEON,37380,21.10937,-101.6888
445,LEON 14,JUAN TORRES LANDA,2004,SANTA CLARA,LEON,37470,21.10036,-101.6729
446,LEON 15,DIAZ MIRON,117,CENTRO,LEON,37000,21.11926,-101.6822
447,LEON 16,HIDALGO,1230,HIDALGO,LEON,37220,21.14538,-101.6725
448,LEON 17,MARIANO ESCOBEDO ORIENTE,4802,JARDINES DE JEREZ,LEON,37530,21.10359,-101.6399
449,LEON 18,FRANCISCO GONZALEZ BOCANEGRA,4203,AZTECAS,LEON,37520,21.10109,-101.6481
450,LEON 19,DOCTOR EMETERIO VALVERDE Y TELLEZ,214,INDUSTRIAL,LEON,37340,21.13255,-101.6924
451,LEON 20,MIGUEL ALEMAN,153,OBRERA,LEON,37340,21.12451,-101.6861
452,LEON 21,EMILIANO ZAPATA,104,CENTRO,LEON,37000,21.12151,-101.6809
453,LEON 22,SAN JUAN BOSCO,2807-A,EJIDO LA JOYA,LEON,37358,21.13516,-101.7222
454,LEON 23,JUAN JOSE TORRES LANDA,1611,EL TLACUACHE,LEON,37500,21.09802,-101.6593
455,LEON 24,CAMPOS DE ARROZ,126,BRISAS DEL CAMPO,LEON,37297,21.11193,-101.6158
456,LEON 25,VIRGEN DE SAN JUAN,408,FRACCIONAMIENTO CUMBRES DE LA GLORIA IV,LEON,37433,21.08919,-101.7626
457,LEON 4,TORRES LANDA,6102,JARDINES DE JEREZ,LEON,37530,21.09762,-101.6451
458,LEON 5,HILARIO MEDINA,2503,REAL PROVIDENCIA,LEON,37234,21.13318,-101.659
459,LEON 6,MARIANO ESCOBEDO,3202,KENNEDY,LEON,37410,21.1173,-101.7062
460,LEON 7,HILARIO MEDINA,14,COECILLO,LEON,37260,21.12035,-101.6625
461,LEON 8,CANDELARIA,1438,COECILLO,LEON,37260,21.12893,-101.6685
462,LEON 9,VICENTE VALTIERRA,2702,SAN FELIPE DE JESUS,LEON,37250,21.12979,-101.6535
463,LOMAS ESTRELLA,TLAHUAC,4546,GRANJAS ESTRELLA,CIUDAD DE MEXICO,09880,19.3219,-99.09287
464,LOPEZ,LOPEZ,163,CENTRO,CIUDAD DE MEXICO,06070,19.42758,-99.14305
465,LORENZO BOTURINI,SUR 107,1703,24 DE ABRIL,CIUDAD DE MEXICO,15980,19.41664,-99.11661
466,"LOS REYES 2, MCH",LAZARO CARDENAS,S/N,JARDIN,LOS REYES,60350,19.59448,-102.4764
467,"LOS REYES 3, MCH",16 DE SEPTIEMBRE,S/N,LOS REYES DE SALGADO CENTRO,LOS REYES,60300,19.5904,-102.4742
468,"LOS REYES 4, MCH",EMILIANO ZAPATA,108,CENTRO,LOS REYES,60300,19.58524,-102.4749
469,"LOS REYES 5, MCH",CLEMENTE DE JESUS MUNGUIA,39,CENTRO,LOS REYES DE SALGADO,60300,19.59359,-102.4718
470,"LOS REYES, MCH",IGNACIO ALLENDE,63 SUR,LOS REYES DE SALGADO CENTRO,LOS REYES,60300,19.58813,-102.4736
471,MANLIO FABIO ALTAMIRANO 1,URSULO GALVAN,S/N,MANLIO FABIO ALTAMIRANO,MANLIO FABIO ALTAMIRANO,94250,19.09702,-96.33482
472,MARIANO ESCOBEDO,MARIANO ESCOBEDO,164,ANAHUAC,CIUDAD DE MEXICO,11320,19.44521,-99.18269
473,MARIANO ESCOBEDO 2,GENERAL MARIANO ESCOBEDO,373,POLANCO V SECCION,CIUDAD DE MEXICO,11560,19.43581,-99.18309
474,MATEHUALA 1,BUSTAMANTE,116,CENTRO,MATEHUALA,78700,23.64544,-100.6451
475,MATEHUALA 2,MIGUEL HIDALGO,411,MATEHUALA CENTRO,MATEHUALA,78700,23.64752,-100.6437
476,MATEHUALA 3,HIDALGO,523,MATEHUALA CENTRO,MATEHUALA,78700,23.64546,-100.6431
477,MATEHUALA 4,HIDALGO,204-D NTE,MATEHUALA CENTRO,MATEHUALA,78700,23.65588,-100.6432
478,MATEHUALA 6,5 DE MAYO,1037-C,ALTAMIRA,MATEHUALA,78797,23.63793,-100.6404
479,MATEHUALA 7,BUSTAMANTE,816,LAS HADAS,MATEHUALA,78783,23.64713,-100.656
480,MATEHUALA 8,REFORMA,1212-A,RIVAS GUILLEN,MATEHUALA,78780,23.64136,-100.6498
481,MATEHUALA 9,LAS AMERICAS,300-A,ARBOLEDAS,MATEHUALA,78760,23.65903,-100.6375
482,MATLAPA 1,CUAUHTEMOC,8,CENTRO,MATLAPA,79970,21.33879,-98.82873
483,MERCED,ZAVALA,4,CENTRO,CIUDAD DE MEXICO,15100,19.42908,-99.12498
484,MERCED 2,FRAY SERVANDO TERESA DE MIER,425,MERCED BALBUENA,CIUDAD DE MEXICO,15810,19.42246,-99.12363
485,MINATITLAN 1,MIGUEL HIDALGO,115,CENTRO,MINATITLAN,96700,17.98577,-94.54503
486,MINATITLAN 10,18 DE OCTUBRE,110,BOHEMIA,MINATITLAN,96736,17.99124,-94.55815
487,MINATITLAN 11,MINATITLAN,4,NUEVA TACOTENO,MINATITLAN,96735,17.99363,-94.54668
488,MINATITLAN 2,VENUSTIANO CARRANZA,9,PLAYON SUR,MINATITLAN,96757,17.98003,-94.54378
489,MINATITLAN 3,18 DE OCTUBRE,71,SANTA CLARA,MINATITLAN,96730,17.99236,-94.55246
490,MINATITLAN 4,JUSTO SIERRA,76,PALMAR,MINATITLAN,96790,17.9877,-94.55197
491,MINATITLAN 5,REYES AZTECAS,109,EJIDO TACOTENO,MINATITLAN,96870,18.00149,-94.52882
492,MINATITLAN 6,INSTITUTO TECNOLOGICO,10,7 DE MAYO,MINATITLAN,96344,18.00881,-94.55124
493,MINATITLAN 7,LERDO DE TEJADA,41,MINATITLAN CENTRO,MINATITLAN,96700,17.98432,-94.54523
494,MINATITLAN 8,MANUEL AVILA CAMACHO,12,OBRERA,MINATITLAN,96740,17.99208,-94.53201
495,MINATITLAN 9,ATENAS,LOTE 9MANZANA 5,MIGUEL HIDALGO,MINATITLAN,96770,17.9814,-94.56896
496,MINI BODEGA ALVARO OBREGON,ESPIGONES,77,LAS AGUILAS,CIUDAD DE MEXICO,01710,19.35951,-99.20299
497,MINI BODEGA BENITO JUAREZ,DIVISION DEL NORTE,997,DEL VALLE CENTRO,CIUDAD DE MEXICO,03100,19.38474,-99.16101
498,MINI BODEGA COYOACAN,LAS FLORES,LOCAL C 1,PUEBLO DE LOS REYES,CIUDAD DE MEXICO,04330,19.33541,-99.15437
499,MINI BODEGA CUAUHTEMOC,SONORA,210,HIPODROMO,CIUDAD DE MEXICO,06100,19.41287,-99.16665
500,MINI BODEGA HUIXQUILUCAN,JOSE FRANCISCO,L.T. 26,SAN FERNANDO,HUIXQUILUCAN DE DEGOLLADO,52765,19.38621,-99.2813
501,MINI BODEGA IZTAPALAPA,DIETISTA,16,NUEVA ROSITA,CIUDAD DE MEXICO,09420,19.3774,-99.10816
502,MINI BODEGA MEXIQUENSE,MEXIQUENSE,6,EXHACIENDA LOS PORTALES,TULTITLAN DE MARIANO ESCOBEDO,54910,19.64074,-99.14269
503,MINI BODEGA MIGUEL HIDALGO,GOLFO DE GABES,15,TACUBA,CIUDAD DE MEXICO,11410,19.45579,-99.18788
504,MINI BODEGA NAUCALPAN,CIRCUNVALACION,295,HACIENDA DE ECHEGARAY,NAUCALPAN DE JUAREZ,53300,19.49693,-99.22665
505,MINI BODEGA NEZAHUALCOYOTL,MONEDA,1,METROPOLITANA 1A SECC,NEZAHUALCOYOTL,57730,19.39174,-99.03795
506,MIRAMONTES 1,ESTRELLA CEFEIDA,20,PRADOS DE COYOACAN,CIUDAD DE MEXICO,04810,19.32007,-99.13232
507,MIRAMONTES 2,CANAL DE MIRAMONTES,3211,RESIDENCIAL ACOXPA,CIUDAD DE MEXICO,14300,19.29889,-99.12528
508,MISANTLA 1,COMONFORT,114,CENTRO,MISANTLA,93820,19.92723,-96.8547
509,MISANTLA 2,5 DE MAYO,S/N,MISANTLA,MISANTLA,93820,19.92942,-96.853
510,MISANTLA 3,ALFONSO ARROYO,S/N,CENTRO,MISANTLA,93820,19.93271,-96.85043
511,MOCTEZUMA 1,ORIENTE 148,82,MOCTEZUMA,CIUDAD DE MEXICO,15530,19.42932,-99.10371
512,MOCTEZUMA 2,ORIENTE 164,237,MOCTEZUMA 2A SECCION,CIUDAD DE MEXICO,15530,19.43242,-99.09657
513,MOCTEZUMA 3,EMILIO CARRANZA,44,MOCTEZUMA 1A SECCION,CIUDAD DE MEXICO,15500,19.42827,-99.1078
514,MODERNA,PAMPAS,212,MODERNA,CIUDAD DE MEXICO,03510,19.39128,-99.13255
515,MONTERREY 11,SOLIDARIDAD,6636,FOMERREY 51,MONTERREY,64109,25.75741,-100.3887
516,MONTERREY 12,EUGENIO GARZA SADA,805,CONTRY,MONTERREY,64860,25.63717,-100.283
517,MONTERREY 13,MADERO,3538,MITRAS SUR,MONTERREY,64020,25.68788,-100.3511
518,MONTERREY 18,BOSQUES DE CHAPULTEPEC,101,BOSQUES DEL VALLE,MONTERREY,66250,25.65177,-100.3773
519,MONTERREY 2,JUAREZ NORTE,311,CENTRO,MONTERREY,64000,25.67788,-100.3141
520,MONTERREY 21,ADOLFO RUIZ CORTINES PTE.,2100,FRACCIONAMIENTO INDUSTRIAL,MONTERREY,64299,25.70491,-100.3333
521,MONTERREY 24,CARACOL,3804,JARDIN DE LAS TORRES,MONTERREY,64754,25.63885,-100.3076
522,MONTERREY 25,RUIZ CORTINEZ,3318 Y3318A,MODERNA,MONTERREY,64530,25.70345,-100.2803
523,MONTERREY 26,TIXTLA,201,VICENTE GUERRERO,GUADALUPE,67160,25.68859,-100.2299
524,MONTERREY 27,SANTO DOMINGO,1800,VILLAS DE SANTO DOMINGO,MONTERREY,66437,25.75076,-100.2571
525,MONTERREY 32,TAURO,109,NUEVA LINDAVISTA,MONTERREY,67110,25.70373,-100.2314
526,MONTERREY 33,ANTIGUOS EJIDATARIOS,MZ 6,TRAZO MARCO,MONTERREY,64103,25.78375,-100.4071
527,MONTERREY 34,ALMAZAN,674,LOMAS DE ANAHUAC,MONTERREY,64260,25.73731,-100.3207
528,MONTERREY 37,VENUSTIANO CARRANZA SUR,535,MONTERREY CENTRO,MONTERREY,64000,25.67347,-100.3326
529,MONTERREY 38,ELOY CAVAZOS,3902,EL PEÑON,MONTERREY,67182,25.65734,-100.2219
530,MONTERREY 39,COLON PTE.,956,MONTERREY CENTRO,MONTERREY,64000,25.68644,-100.3209
531,MONTERREY 4,RIO PILON,513,PUEBLO NUEVO 1,MONTERREY,66646,25.76003,-100.1656
532,MONTERREY 41,A REYNOSA,426,CIUDAD GUADALUPE CENTRO,MONTERREY,67100,25.67955,-100.2541
533,MONTERREY 5,RODRIGO GOMEZ,1812,VALLE MORELOS,MONTERREY,64180,25.72149,-100.3426
534,MONTERREY 53,MORELOS,402,CENTRO,MONTERREY,66350,25.67359,-100.4653
535,MONTERREY 54,CHAPULTEPEC,1806,BUENOS AIRES,MONTERREY,64800,25.66703,-100.2819
536,MONTERREY 59,CASA BLANCA,"330-1,330-2",MISION DE CASA BLANCA,MONTERREY,66478,25.73214,-100.2339
537,MONTERREY 65,ELOY CAVAZOS,7101,SANTA MARIA,MONTERREY,67198,25.65161,-100.1969
538,MONTERREY 66,SAN NICOLAS,105,CUAUHTEMOC,MONTERREY,66450,25.7337,-100.2915
539,MONTERREY 68,SOL NACIENTE,118,COLONIA BARRIO PUERTA DEL SOL,MONTERREY,64102,25.78299,-100.3803
540,MONTERREY 7,DIEGO DIAZ DE BERLANGA,1198,PASEO DE LOS ANDES,MONTERREY,66444,25.73719,-100.2683
541,MONTERREY 70,NEMESIO GARCIA NARANJO,701,ADOLFO PRIETO,MONTERREY,67120,25.70336,-100.255
542,MONTERREY 71,ALFA,101,FRACCIONAMIENTO VALLE SOL,SAN NICOLAS DE LOS GARZA,66418,25.76688,-100.2795
543,MONTERREY 72,PROFESOR HUMBERTO RAMOS LOZANO,894-C,RINCONADA COLONIAL,MONTERREY,66606,25.79691,-100.2019
544,MONTERREY 73,A REYNOSA,1929,CRISPIN TREVIÑO,MONTERREY,67190,25.6691,-100.1791
545,MONTERREY 77,PIONEROS DEL ROCHDALE,199,COOPERATIVA LA UNION,SANTA CATARINA,66129,25.68888,-100.4541
546,MONTERREY 78,LAS TORRES,976 A Y976 B,PEDREGAL DE ESCOBEDO,GENERAL MARIANO ESCOBEDO,66061,25.80783,-100.3583
547,MONTERREY 79,RUIZ CORTINES,1402,BELLO AMANECER RESIDENCIAL,MONTERREY,67132,25.70015,-100.1343
548,MONTERREY 84,PUERTA DE HIERRO,516,FRACCIONAMIENTO PUERTA DE HIERRO,MONTERREY,64349,25.74652,-100.4191
549,MONTERREY 85,CAMBRIDGE,400,PEDREGAL DE LINDAVISTA,GUADALUPE,67112,25.71376,-100.2042
550,MONTERREY 86,AFGANISTAN 103,L 26,PRADOS DE LA CIENEGUITA,APODACA,66636,25.77883,-100.2555
551,MONTERREY 87,RUIZ CORTINEZ,2503,SAN JORGE,MONTERREY,64330,25.71913,-100.3652
552,MONTERREY 88,MANUEL GOMEZ MORIN,321,VALLE DE SANTA ENGRACIA,SAN PEDRO GARZA GARCIA,66268,25.65546,-100.3569
553,MONTERREY 9,MEXICO,163,LOMAS DE SAN MIGUEL,MONTERREY,67113,25.72301,-100.1908
554,MONTERREY 90,RODHESIA,436,LOMAS DEL PEDREGAL,APODACA,66648,25.73036,-100.1644
555,"MORELIA 108, MCH",PASEO DE LA REPUBLICA,5441,TABIQUEROS,MORELIA,58195,19.69308,-101.2405
556,"MORELIA 15, MCH",TRATADO LIBRE COMERCIO (FELIX IRETA),81,SOLIDARIDAD,MORELIA,58116,19.72997,-101.2062
557,"MORELIA 16, MCH",FRANCISCO I MADERO PTE,8278,SAN PASCUAL,MORELIA,58337,19.69552,-101.2671
558,"MORELIA 17, MCH",MANANTIAL MINTZITA,306,LOS MANANTIALES DE MORELIA,MORELIA,58188,19.69906,-101.2377
559,MORELIA 9,SAN JUANITO ITZICUARO,2600,SAN JUANITO ITZICUARO,MORELIA,58341,0.0,0.0
560,MOTOZINTLA 1,INTERNACIONAL MOTOZINTLA-HUIXTLA,S/N,BELISARIO DOMINGUEZ,MOTOZINTLA,30910,15.30098,-92.38316
561,NANCHITAL,BENITO JUAREZ,4,CENTRO,NANCHITAL DE LAZARO CARDENAS DELRIO,96360,18.07265,-94.41099
562,NANCHITAL 2,BENITO JUAREZ,41,1° (PRIMERO) DE MAYO,NANCHITAL DE LAZARO CARDENAS DELRIO,96360,18.07011,-94.41078
563,NANCHITAL 3,LAZARO CARDENAS,37,BENITO JUAREZ,NANCHITAL DE LAZARO CARDENAS DEL RIO,96360,18.07021,-94.40659
564,NAPOLES,PENNSYLVANIA,116,NAPOLES,CIUDAD DE MEXICO,03800,19.39085,-99.17857
565,NARVARTE 1,EUGENIA,1305,NARVARTE PONIENTE,CIUDAD DE MEXICO,03020,19.38519,-99.15801
566,NARVARTE 2,DR. JOSE MARIA VERTIZ,1008,VERTIZ NARVARTE,CIUDAD DE MEXICO,03600,19.3846,-99.1522
567,NARVARTE 4,DR. VERTIZ,523,PIEDAD NARVARTE,CIUDAD DE MEXICO,03000,19.40236,-99.1505
568,NAUCALPAN 1,ESTACAS NORTE,16,NAUCALPAN DE JUAREZ,NAUCALPAN,53500,19.47391,-99.23554
569,NAUCALPAN 2,DE LA NARANJA,36,AHUIZOTLA,NAUCALPAN,53378,19.47263,-99.21234
570,NAUCALPAN 3,DE LOS MAESTROS,183,SAN ANTONIO ZOMEYUCAN,NAUCALPAN,53750,19.44957,-99.24741
571,NAUCALPAN 9,DE LOS PINOS,MANZANA 49,MINAS COYOTE,NAUCALPAN DE JUAREZ,53694,19.43658,-99.28908
572,NAUTLA 1,ZAMORA,02,NAUTLA,NAUTLA,93800,20.20578,-96.77148
573,NEZAHUALCOYOTL 4,CHIMALHUACAN,460,BENITO JUAREZ,NEZAHUALCOYOTL,57000,19.40077,-99.00384
574,NEZAHUALCOYOTL 5,TEXCOCO,268,METROPOLITANA,NEZAHUALCOYOTL,57730,19.39163,-99.03777
575,NEZAHUALCOYOTL 6,CUAUHTEMOC,90,LAS MARAVILLAS,NEZAHUALCOYOTL,57410,19.41852,-99.05052
576,NEZAHUALCOYOTL 7,PANTITLAN,707,PERLA REFORMA,NEZAHUALCOYOTL,57848,19.37954,-98.98644
577,"NICOLAS ROMERO 1, EDO MEX.",PRINCIPAL JAIME NUNO,S/N,SAN IDELFONSO,VILLA NICOLAS ROMERO,54470,19.61666,-99.29964
578,"NICOLAS ROMERO 2, EDO MEX",LOPEZ MATEOS,S/N,VICENTE GUERRERO,VILLA NICOLAS ROMERO,54425,19.6127,-99.31824
579,NIÑOS HEROES (USI),GARCIA DIEGO,153,DOCTORES,CIUDAD DE MEXICO,06720,19.41691,-99.15084
580,NIÑOS HEROES 2,NIÑOS HEROES,168,DOCTORES,CIUDAD DE MEXICO,06720,19.41933,-99.14986
581,NUEVA ATZACOALCO,313,707,NUEVA ATZACOALCO,CIUDAD DE MEXICO,07420,19.50129,-99.08519
582,NUEVA ATZACOALCO 2,CALLE 309,463,NUEVA ATZACOALCO,CIUDAD DE MEXICO,07420,19.49684,-99.08787
583,OBSERVATORIO,OBSERVATORIO,485,LAS PALMAS OBSERVATORIO,CIUDAD DE MEXICO,01110,19.40021,-99.21101
584,OCOTLAN 1,FRANCISCO I. MADERO,63,CENTRO,OCOTLAN,47800,20.34709,-102.7735
585,OCOTLAN 2,LEANDRO VALLE,401,OCOTLAN CENTRO,OCOTLAN,47800,20.3513,-102.7723
586,OCOTLAN 4,HIDALGO,299,OCOTLAN CENTRO,OCOTLAN,47800,20.35043,-102.7738
587,OCOTLAN 5,DE LOS MAESTROS,960-A,FRACCIONAMIENTO VALLE DE LA CONCEPCION,OCOTLAN,47860,20.3516,-102.7626
588,OCOTLAN 6,DR. J JESUS DELGADILLO ARAUJO,247,CAMINO REAL,OCOTLAN,47849,20.35912,-102.7787
589,OCOZOCOAUTLA,PRIMERA AVENIDA SUR ORIENTE,17,CENTRO,OCOZOCOAUTLA DE ESPINOSA,29140,16.76145,-93.37325
590,OCOZOCOAUTLA 2,1A. PONIENTE,143,CENTRO,OCOZOCOAUTLA DE ESPINOSA,29140,16.7619,-93.37598
591,OCOZOCOAUTLA 3,CENTRAL,S/N,BARRIO UNION HIDALGO,OCOZOCOAUTLA DE ESPINOSA,29140,16.75147,-93.37249
592,OCOZOCOAUTLA 4,2A CALLE PONIENTE,619,SAN ANTONIO,OCOZOCOAUTLA DE ESPINOSA,29140,16.75737,-93.3752
593,OLUTA 1,MORELOS,503 Y 503A,CENTRO,OLUTLA,96160,17.92891,-94.89677
594,OLUTA 2,OLUTA-ACAYUCAN,110,JUAN BLANCO,OLUTA,96160,17.93961,-94.91137
595,ORIZABA 1,ORIENTE 6,27-B,CENTRO,ORIZABA,94300,18.84578,-97.10408
596,ORIZABA 10,5,115-A,RAFAEL ALVARADO FDZ,ORIZABA,94340,18.86125,-97.07745
597,ORIZABA 11,2,150-B,AGRICOLA LIBRADO RIVERA,ORIZABA,94380,18.83828,-97.09943
598,ORIZABA 12,VICENTE GUERRERO,243-A,BARRIO NUEVO,ORIZABA,94340,18.85095,-97.07925
599,ORIZABA 13,CENSOS,S/N,EL ESPINAL,ORIZABA,94330,18.86826,-97.10113
600,ORIZABA 2,NORTE 2,277,CENTRO,ORIZABA,94300,18.85084,-97.10511
601,ORIZABA 3,MADERO NORTE,351,CENTRO,ORIZABA,94300,18.85149,-97.10628
602,ORIZABA 4,AVENIDA ORIENTE 9,691,EMILIANO ZAPATA SUR,ORIZABA,94320,18.85393,-97.1002
603,ORIZABA 5,ORIENTE 6,1382,CENTRO,ORIZABA,94300,18.84874,-97.09203
604,ORIZABA 6,ORIENTE 31,422,ABELARDO L RODRIGUEZ,ORIZABA,94310,18.86355,-97.10703
605,ORIZABA 8,NORTE 3,23-A,CENTRO,ORIZABA,94300,18.84839,-97.10628
606,OZULUAMA,MORELOS,S/N,CENTRO,OZULUAMA DE MASCAREÑAS,92080,21.66225,-97.85075
607,PALENQUE 1,BENITO JUAREZ,185,PALENQUE CENTRO,PALENQUE,29960,17.50904,-91.98492
608,PALENQUE 3,BENITO JUAREZ,S/N,PALENQUE CENTRO,PALENQUE,29960,17.50909,-91.98203
609,PALENQUE 4,DOCTOR MANUEL VELASCO SUAREZ,S/N,LA ESPERANZA,PALENQUE,29960,17.51167,-91.98716
610,PALENQUE 5,JUAREZ,S/N,PALENQUE CENTRO,PALENQUE,29960,17.50806,-91.98654
611,PALENQUE 6,5 DE MAYO,S/N,CENTRO,PALENQUE,29960,17.50863,-91.97871
612,PARQUE LIRA,PARQUE LIRA,28,DANIEL GARZA,CIUDAD DE MEXICO,11830,19.41058,-99.19106
613,"PATZCUARO 1, MCH",RAMOS,19,PATZCUARO CENTRO,PATZCUARO,61600,19.51621,-101.6109
614,"PATZCUARO 2, MCH",IGNACIO ZARAGOZA,2540,JUVENTINO ROSAS,PATZCUARO,61605,19.50799,-101.6137
615,"PATZCUARO 3, MCH",CODALLOS,12,PATZCUARO CENTRO,PATZCUARO,61600,19.51521,-101.6114
616,"PATZCUARO 5, MCH",GUILLERMO PEREZ VARGAS,S/N,LAZARO CARDENAS,PATZCUARO,61604,19.49892,-101.6039
617,"PATZCUARO 6, MCH",PADRE LLOREDA,32,PATZCUARO CENTRO,PATZCUARO,61600,19.51612,-101.6073
618,"PATZCUARO 7, MCH",ALVARO OBREGON,5,PATZCUARO CENTRO,PATZCUARO,61600,19.51702,-101.6089
619,PEDREGAL,ADOLFO RUIZ CORTINES,4020,JARDINES DEL PEDREGAL,CIUDAD DE MEXICO,01900,19.30823,-99.21348
620,PENSADOR MEXICANO 1,NORTE 172,540,PENSADOR MEXICANO,CIUDAD DE MEXICO,15510,19.44464,-99.08701
621,"PERIBAN, MCH",CUAUHTEMOC,1,PERIBAN DE RAMOS,PERIBAN,60440,19.51973,-102.4155
622,PICK UP,ALEMANIA,10,INDEPENDENCIA,CIUDAD DE MEXICO,03630,0.0,0.0
623,PIJIJIAPAN 2,CENTRAL NORTE,S/N,PIJIJIAPAN CENTRO,PIJIJIAPAN,30540,15.68771,-93.20753
624,PIJIJIAPAN 3,1A. AVENIDA NORTE PONIENTE,S/N,CENTRO,PIJIJIAPAN,30540,15.68709,-93.20901
625,PINO SUAREZ,JOSE MARIA PINO SUAREZ,83,CENTRO,CIUDAD DE MEXICO,06090,19.4252,-99.13327
626,PLAZA GALERIAS,MELCHOR OCAMPO,193,VERONICA ANZURES,CIUDAD DE MEXICO,11300,19.43565,-99.17082
627,POLANCO 1,MOLIERE EDIFICIO B,340,LOS MORALES,CIUDAD DE MEXICO,11510,19.43728,-99.20126
628,POLANCO 2,EMERSON,304,CHAPULTEPEC MORALES,CIUDAD DE MEXICO,11570,19.43331,-99.18873
629,POLANCO 3,SCHILLER,152,POLANCO V SECCION,CIUDAD DE MEXICO,11560,19.43585,-99.18597
630,POLANCO 4,ARQUIMEDES,182,POLANCO,CIUDAD DE MEXICO,11550,19.43574,-99.19083
631,PRENSA NACIONAL,EL NACIONAL,792,PRENSA NACIONAL,TLALNEPANTLA DE BAZ,54170,19.51114,-99.17125
632,PROGRESO NACIONAL 1,PROGRESO NACIONAL,262,PROGRESO NACIONAL,CIUDAD DE MEXICO,07600,19.52112,-99.16242
633,PROGRESO NACIONAL 2,12,123,PROGRESO NACIONAL,CIUDAD DE MEXICO,07600,19.5208,-99.15903
634,PROGRESO TIZAPAN,MEXICO,35,PROGRESO,CIUDAD DE MEXICO,01080,19.34018,-99.20087
635,PROVIDENCIA 2,CONSTITUCION DE LA REPUBLICA,140,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48056,-99.06606
636,PROVIDENCIA 3,CONSTITUCION DE LA REPUBLICA,117,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48145,-99.0713
637,PROVIDENCIA 4,ESTADO DE TAMAULIPAS,LT 1 MZ 58,PROVIDENCIA,CIUDAD DE MEXICO,07550,19.48372,-99.07116
638,PUEBLA 1,10 ORIENTE,4,CENTRO B,PUEBLA,72000,19.04813,-98.19608
639,PUEBLA 11,36 PONIENTE,2701,NUEVA AURORA POPULAR,PUEBLA,72070,19.07009,-98.20828
640,PUEBLA 12,16 DE SEPTIEMBRE,1302,EL MIRADOR,PUEBLA,72530,19.0397,-98.20135
641,PUEBLA 13,15 DE MAYO,3515,VILLA SAN ALEJANDRO,PUEBLA,72090,19.06717,-98.2172
642,PUEBLA 15,5 NORTE,9406,REVOLUCION MEXICANA,PUEBLA,72200,19.08121,-98.18109
643,PUEBLA 16,12 PONIENTE,115,CENTRO,PUEBLA,72000,19.04968,-98.1972
644,PUEBLA 17,6 ORIENTE,16 - B,CENTRO,PUEBLA,72000,19.04612,-98.19604
645,PUEBLA 18,REFORMA,3714,AQUILES SERDAN,PUEBLA,72140,19.05956,-98.22498
646,PUEBLA 19,16 DE SEPTIEMBRE,5-A,MIGUEL HIDALGO,PUEBLA,72314,19.06978,-98.13559
647,PUEBLA 2,25 PONIENTE,1101,LOS VOLCANES,PUEBLA,72410,19.03902,-98.2117
648,PUEBLA 20,JUAN PABLO II,1404,JARDINES DE SAN MANUEL,PUEBLA,72570,19.01701,-98.20092
649,PUEBLA 22,ZAVALETA,4306,SANTA CRUZ BUENAVISTA,PUEBLA,72150,19.04607,-98.24925
650,PUEBLA 24,C. REFORMA,534,CENTRO A,PUEBLA,72000,19.04658,-98.20266
651,PUEBLA 25,41 ORIENTE,2402,ALSESECA,PUEBLA,72543,19.01976,-98.19188
652,PUEBLA 26,DEMOCRITO,1402,UNIDAD SATELITE MAGISTERIAL,PUEBLA,72320,19.04389,-98.15813
653,PUEBLA 28,NORTE,3666,LAS CUARTILLAS,PUEBLA,72050,19.07132,-98.20609
654,PUEBLA 29,3 SUR,2707,CHULA VISTA,PUEBLA,72420,19.03477,-98.20645
655,PUEBLA 3,DIAGONAL DEFENSORES DE LA REPUBLICA,659,ADOLFO LOPEZ MATEOS,PUEBLA,72080,19.06521,-98.19064
656,PUEBLA 30,7 NORTE,6206,GUADALUPE VICTORIA NORTE,PUEBLA,72230,19.07012,-98.18948
657,PUEBLA 31,PROLONGACION DE LA 14 SUR,11925,EXHACIENDA CHAPULCO,PUEBLA,72584,18.96646,-98.21884
658,PUEBLA 33,VALSEQUILLO,106,SAN FRANCISCO TOTIMEHUACAN 59,PUEBLA,72595,18.97179,-98.1917
659,PUEBLA 34,5 ORIENTE,611,CENTRO A,PUEBLA,72000,19.04024,-98.19514
660,PUEBLA 35,SAN FELIPE,2,REAL DEL MONTE,PUEBLA,72060,19.06365,-98.22144
661,PUEBLA 36,11 PONIENTE,1711 A,BARRIO DE SANTIAGO,PUEBLA,72410,19.04731,-98.2141
